epoch,train_loss,test_loss,learning_rate
0,0.008823126068860293,0.00666829295694828,0.001
1,0.006635585652291775,0.007025192890316248,0.001
2,0.006693541756570339,0.006641835146695375,0.001
3,0.006666432086527348,0.0066069904404878615,0.001
4,0.0065673803229629995,0.006577794140726328,0.001
5,0.006583996500074863,0.006526684669852257,0.001
6,0.0066165188893675805,0.006558929278254509,0.001
7,0.006644792783856392,0.006758561146557331,0.001
8,0.007130602630227805,0.006849182406663895,0.001
9,0.006796080602705479,0.00685391025736928,0.001
10,0.0069489928014576435,0.0066581526018679145,0.001
11,0.00666345856115222,0.006714422031193971,0.0005
12,0.006751867068558931,0.006790244803875685,0.0005
13,0.0066471283066272735,0.0066119501499831675,0.0005
14,0.006596445361524821,0.006891516380310059,0.0005
15,0.006749693308770657,0.006629208535850048,0.0005
16,0.006598797575682402,0.006557947604507208,0.0005
17,0.006544058735370636,0.006625028611719608,0.00025
18,0.00648874269425869,0.006484141502380371,0.00025
19,0.006468936166614294,0.006489745026230812,0.00025
20,0.006465961386859417,0.006483368786275387,0.00025
21,0.00644638277888298,0.0064571837547421455,0.00025
22,0.006461700644642115,0.006494889265745879,0.00025
23,0.0064563209807872775,0.006498315972685814,0.00025
24,0.006485778602659703,0.006503451010286808,0.00025
25,0.006493159900605679,0.006512749214172363,0.00025
26,0.006484490520060063,0.006514993832856417,0.00025
27,0.006494680128693581,0.006506496539711952,0.000125
28,0.006465808242857456,0.006484420886039734,0.000125
29,0.006498762628138065,0.006512014337778091,0.000125
